Sample ID	att exkludera	Array Info.Sentrix ID	Array Info.Sentrix Position
EPH1_2002689097.1_207R05C01		9275884153	R05C01
EPH1_2002689099.1_178R06C01		9274735052	R06C01
EPH1_2002689100.1_178R04C01		9274735052	R04C01
EPH1_2002689102.1_190R06C02		9275883139	R06C02
EPH1_2002689103.1_190R04C02		9275883139	R04C02
EPH1_2002689106.1_176R04C01		9274735031	R04C01
EPH1_2002689108.1_121R05C02		9275886026	R05C02
EPH1_2002689109.1_121R03C02		9275886026	R03C02
EPH1_2002689110.1_178R02C02		9274735052	R02C02
EPH1_2002689111.1_12R01C02		9271670108	R01C02
EPH1_2002689113.1_114R06C02		9275885131	R06C02
EPH1_2002689115.1_207R01C01		9275884153	R01C01
EPH1_2002689117.1_70R04C01		9275885028	R04C01
EPH1_2002689118.1_207R06C01		9275884153	R06C01
EPH1_2002689121.1_121R02C02		9275886026	R02C02
EPH1_2002689127.1_190R03C02		9275883139	R03C02
EPH1_2002689131.1_121R06C02		9275886026	R06C02
EPH1_2002689133.1_178R04C02		9274735052	R04C02
EPH1_2002689134.1_121R05C01		9275886026	R05C01
EPH1_2002689136.1_178R03C01		9274735052	R03C01
EPH1_2002689137.1_178R01C01		9274735052	R01C01
EPH1_2002689138.1_190R05C02		9275883139	R05C02
EPH1_2002689139.1_190R02C02		9275883139	R02C02
EPH1_2002689140.1_114R03C02		9275885131	R03C02
EPH1_2002689141.1_176R01C02		9274735031	R01C02
EPH1_2002689142.1_111R03C01		9275885101	R03C01
EPH1_2002689143.1_176R02C01		9274735031	R02C01
EPH1_2002689144.1_178R05C02		9274735052	R05C02
EPH1_2002689145.1_178R03C02		9274735052	R03C02
EPH1_2002689146.1_178R01C02		9274735052	R01C02
EPH1_2002689147.1_207R03C01		9275884153	R03C01
EPH1_2002689149.1_114R05C02		9275885131	R05C02
EPH1_2002689150.1_114R04C02		9275885131	R04C02
EPH1_2002689151.1_128R06C01		9275884092	R06C01
EPH1_2002689152.1_190R06C01		9275883139	R06C01
EPH1_2002689154.1_148R06C01		9275882010	R06C01
EPH1_2002689156.1_148R05C02		9275882010	R05C02
EPH1_2002689156.1_158R06C02		9275883141	R06C02
EPH1_2002689159.1_69R02C01		9275884155	R02C01
EPH1_2002689160.1_158R02C02		9275883141	R02C02
EPH1_2002689162.1_158R04C01		9275883141	R04C01
EPH1_2002689164.1_198R06C01		9274735066	R06C01
EPH1_2002689165.1_198R06C02		9274735066	R06C02
EPH1_2002689166.1_148R05C01		9275882010	R05C01
EPH1_2002689170.1_105R03C01		9275884065	R03C01
EPH1_2002689171.1_69R01C01		9275884155	R01C01
EPH1_2002689172.1_105R01C01		9275884065	R01C01
EPH1_2002689173.1_158R01C02		9275883141	R01C02
EPH1_2002689175.1_198R01C02		9274735066	R01C02
EPH1_2002689176.1_198R05C01		9274735066	R05C01
EPH1_2002689177.1_170R04C02		9273354105	R04C02
EPH1_2002689178.1_148R04C01		9275882010	R04C01
EPH1_2002689180.1_123R03C01		9275883064	R03C01
EPH1_2002689183.1_158R05C02		9275883141	R05C02
EPH1_2002689185.1_198R02C02		9274735066	R02C02
EPH1_2002689186.1_98R03C02		9274736083	R03C02
EPH1_2002689187.1_158R01C01		9275883141	R01C01
EPH1_2002689188.1_198R04C01		9274735066	R04C01
EPH1_2002689191.1_105R04C01		9275884065	R04C01
EPH1_2002689192.1_198R04C02		9274735066	R04C02
EPH1_2002689195.1_105R02C01		9275884065	R02C01
EPH1_2002689197.1_158R06C01		9275883141	R06C01
EPH1_2002689198.1_158R03C01		9275883141	R03C01
EPH1_2002689200.1_169R04C02		9275885095	R04C02
EPH1_2002689201.1_148R01C02		9275882010	R01C02
EPH1_2002689202.1_148R03C01		9275882010	R03C01
EPH1_2002689207.1_158R04C02		9275883141	R04C02
EPH1_2002689208.1_98R06C02		9274736083	R06C02
EPH1_2002689210.1_210R01C02		9275883151	R01C02
EPH1_2002689212.1_62R06C01		9274736140	R06C01
EPH1_2002689213.1_105R06C01		9275884065	R06C01
EPH1_2002689219.1_198R03C02		9274735066	R03C02
EPH1_2002689221.1_210R02C02		9275883151	R02C02
EPH1_2002689222.1_158R02C01		9275883141	R02C01
EPH1_2002689223.1_169R06C02		9275885095	R06C02
EPH1_2002689226.1_105R05C01		9275884065	R05C01
EPH1_2002689227.1_148R02C01		9275882010	R02C01
EPH1_2002689232.1_98R05C02		9274736083	R05C02
EPH1_2002689233.1_217R06C02		9275884107	R06C02
EPH1_2002689235.1_98R02C02		9274736083	R02C02
EPH1_2002689236.1_217R05C02		9275884107	R05C02
EPH1_2002689237.1_198R05C02		9274735066	R05C02
EPH1_2002689237.1_202R04C02		9275884070	R04C02
EPH1_2002689239.1_148R01C01		9275882010	R01C01
EPH1_2002689240.1_170R03C02		9273354105	R03C02
EPH1_2002689243.1_158R03C02		9275883141	R03C02
EPH1_2002689244.1_98R04C02		9274736083	R04C02
EPH1_2002689247.1_169R05C02		9275885095	R05C02
EPH1_2002692809.1_110R06C01		9275885031	R06C01
EPH1_2002692821.1_155R06C01		9275883122	R06C01
EPH1_2002692822.1_155R04C01		9275883122	R04C01
EPH1_2002692833.1_73R03C01		9275885119	R03C01
EPH1_2002692834.1_200R01C01		9275879131	R01C01
EPH1_2002692835.1_155R03C01		9275883122	R03C01
EPH1_2002692845.1_110R05C01		9275885031	R05C01
EPH1_2002692846.1_110R04C01		9275885031	R04C01
EPH1_2002692857.1_214R01C01		9275884053	R01C01
EPH1_2002692858.1_73R02C01		9275885119	R02C01
EPH1_2002692870.1_110R03C01		9275885031	R03C01
EPH1_2002692881.1_155R05C01		9275883122	R05C01
EPH1_2002692882.1_73R01C01		9275885119	R01C01
EPH1_2002692892.1_200R02C01		9275879131	R02C01
EPH1_2002692913.1_88R01C01		9275879154	R01C01
EPH1_2002692914.1_191R02C02		9275884027	R02C02
EPH1_2002692925.1_213R02C02		9275884024	R02C02
EPH1_2002692926.1_208R01C02		9275885039	R01C02
EPH1_2002692937.1_191R03C02		9275884027	R03C02
EPH1_2002692938.1_191R01C02		9275884027	R01C02
EPH1_2002692944.1_191R04C01		9275884027	R04C01
EPH1_2002692949.1_30R03C01		9275884164	R03C01
EPH1_2002692950.1_191R06C01		9275884027	R06C01
EPH1_2002692956.1_144R06C01		9275885121	R06C01
EPH1_2002692961.1_208R03C02		9275885039	R03C02
EPH1_2002692962.1_144R02C02		9275885121	R02C02
EPH1_2002692967.1_191R05C01		9275884027	R05C01
EPH1_2002692968.1_89R03C02		9275882028	R03C02
EPH1_2002692973.1_30R02C01		9275884164	R02C01
EPH1_2002692974.1_30R01C01		9275884164	R01C01
EPH1_2002692979.1_89R06C02		9275882028	R06C02
EPH1_2002692980.1_51R01C01		9275884119	R01C01
EPH1_2002692985.1_208R02C02		9275885039	R02C02
EPH1_2002692986.1_144R01C02		9275885121	R01C02
EPH1_2002694151.1_141R05C02		9275885081	R05C02
EPH1_2002694156.1_141R01C02		9275885081	R01C02
EPH1_2002694164.1_40R06C02		9275844082	R06C02
EPH1_2002694165.1_189R04C02		9275883134	R04C02
EPH1_2002694177.1_189R03C02		9275883134	R03C02
EPH1_2002694179.1_82R04C01		9274736135	R04C01
EPH1_2002694180.1_82R03C01		9274736135	R03C01
EPH1_2002694188.1_40R03C02		9275844082	R03C02
EPH1_2002694189.1_205R05C02		9275884098	R05C02
EPH1_2002694201.1_189R02C02		9275883134	R02C02
EPH1_2002694202.1_82R05C01		9274736135	R05C01
EPH1_2002694203.1_141R02C02		9275885081	R02C02
EPH1_2002694204.1_82R02C01		9274736135	R02C01
EPH1_2002694213.1_40R02C02		9275844082	R02C02
EPH1_2002694214.1_40R01C02		9275844082	R01C02
EPH1_2002694225.1_141R04C02		9275885081	R04C02
EPH1_2002694237.1_189R01C02		9275883134	R01C02
EPH1_2002694238.1_141R03C02		9275885081	R03C02
EPH1_2002694239.1_40R06C01		9275844082	R06C01
EPH1_2002696743.1_58R06C02		9274736073	R06C02
EPH1_2002696744.1_124R06C01		9275884020	R06C01
EPH1_2002696745.1_124R04C01		9275884020	R04C01
EPH1_2002696746.1_58R02C02		9274736073	R02C02
EPH1_2002696755.1_58R05C02		9274736073	R05C02
EPH1_2002696756.1_179R04C01		9274735070	R04C01
EPH1_2002696757.1_179R02C01		9274735070	R02C01
EPH1_2002696767.1_15R03C01		9274735136	R03C01
EPH1_2002696768.1_179R03C01		9274735070	R03C01
EPH1_2002696769.1_29R06C02		9274736148	R06C02
EPH1_2002696770.1_29R02C02		9274736148	R02C02
EPH1_2002696779.1_179R06C01		9274735070	R06C01
EPH1_2002696780.1_124R05C01		9275884020	R05C01
EPH1_2002696791.1_124R01C02		9275884020	R01C02
EPH1_2002696792.1_58R04C02		9274736073	R04C02
EPH1_2002696793.1_124R03C01		9275884020	R03C01
EPH1_2002696794.1_29R01C02		9274736148	R01C02
EPH1_2002696803.1_204R01C02		9275884087	R01C02
EPH1_2002696804.1_58R03C02		9274736073	R03C02
EPH1_2002696815.1_179R05C01		9274735070	R05C01
EPH1_2002696816.1_15R02C01		9274735136	R02C01
EPH1_2002696817.1_29R03C02		9274736148	R03C02
EPH1_2002696818.1_29R06C01		9274736148	R06C01
EPH1_2002696827.1_204R06C01		9275884087	R06C01
EPH1_2002696828.1_15R01C01		9274735136	R01C01
EPH1_2002708447.1_28R01C01		9274736139	R01C01
EPH1_2002708929.1_23R06C02		9274736050	R06C02
EPH1_2002708932.1_74R01C01		9274735153	R01C01
EPH1_2002708934.1_94R06C02		9275885082	R06C02
EPH1_2002708936.1_94R04C02		9275885082	R04C02
EPH1_2002708938.1_184R06C02		9275878124	R06C02
EPH1_2002708939.1_131R05C02		9275884128	R05C02
EPH1_2002708940.1_94R02C02		9275885082	R02C02
EPH1_2002708945.1_192R03C01		9275884033	R03C01
EPH1_2002708947.1_23R05C01		9274736050	R05C01
EPH1_2002708952.1_184R04C02		9275878124	R04C02
EPH1_2002708954.1_74R02C01		9274735153	R02C01
EPH1_2002708957.1_135R01C01		9275885005	R01C01
EPH1_2002708958.1_128R02C02		9275884092	R02C02
EPH1_2002708959.1_94R05C02		9275885082	R05C02
EPH1_2002708961.1_23R03C01		9274736050	R03C01
EPH1_2002708964.1_94R01C02		9275885082	R01C02
EPH1_2002708965.1_23R05C02		9274736050	R05C02
EPH1_2002708966.1_135R01C02		9275885005	R01C02
EPH1_2002708967.1_23R04C02		9274736050	R04C02
EPH1_2002708972.1_131R06C02		9275884128	R06C02
EPH1_2002708973.1_170R01C01		9273354105	R01C01
EPH1_2002708974.1_184R05C02		9275878124	R05C02
EPH1_2002708975.1_23R02C01		9274736050	R02C01
EPH1_2002708976.1_94R06C01		9275885082	R06C01
EPH1_2002708978.1_135R06C01		9275885005	R06C01
EPH1_2002708980.1_135R02C01		9275885005	R02C01
EPH1_2002708982.1_23R01C02		9274736050	R01C02
EPH1_2002708986.1_94R03C02		9275885082	R03C02
EPH1_2002708990.1_135R05C01		9275885005	R05C01
EPH1_2002708991.1_135R03C01		9275885005	R03C01
EPH1_2002708994.1_192R02C01		9275884033	R02C01
EPH1_2002708995.1_192R01C01		9275884033	R01C01
EPH1_2002708996.1_23R04C01		9274736050	R04C01
EPH1_2002709002.1_135R04C01		9275885005	R04C01
EPH1_2002709004.1_23R02C02		9274736050	R02C02
EPH1_2002709006.1_23R06C01		9274736050	R06C01
EPH1_2002709015.1_23R03C02		9274736050	R03C02
EPH1_2002709031.1_17R02C01		9274735168	R02C01
EPH1_2002709032.1_95R04C02		9275885120	R04C02
EPH1_2002709033.1_95R01C02		9275885120	R01C02
EPH1_2002709034.1_16R06C01		9274735162	R06C01
EPH1_2002709041.1_62R01C01		9274736140	R01C01
EPH1_2002709043.1_17R01C01		9274735168	R01C01
EPH1_2002709045.1_95R06C01		9275885120	R06C01
EPH1_2002709046.1_16R05C01		9274735162	R05C01
EPH1_2002709055.1_95R05C02		9275885120	R05C02
EPH1_2002709056.1_143R02C02		9275885084	R02C02
EPH1_2002709058.1_16R04C01		9274735162	R04C01
EPH1_2002709067.1_184R03C01		9275878124	R03C01
EPH1_2002709068.1_16R04C02		9274735162	R04C02
EPH1_2002709077.1_143R03C02		9275885084	R03C02
EPH1_2002709078.1_17R04C01		9274735168	R04C01
EPH1_2002709080.1_95R03C02		9275885120	R03C02
EPH1_2002709081.1_213R05C02		9275884024	R05C02
EPH1_2002709082.1_143R01C02		9275885084	R01C02
EPH1_2002709090.1_95R06C02		9275885120	R06C02
EPH1_2002709091.1_16R06C02		9274735162	R06C02
EPH1_2002709092.1_16R03C02		9274735162	R03C02
EPH1_2002709095.1_60R06C02		9274736122	R06C02
EPH1_2002709101.1_17R05C01		9274735168	R05C01
EPH1_2002709102.1_184R04C01		9275878124	R04C01
EPH1_2002709103.1_16R05C02		9274735162	R05C02
EPH1_2002709104.1_95R02C02		9275885120	R02C02
EPH1_2002709106.1_95R05C01		9275885120	R05C01
EPH1_2002709108.1_16R03C01		9274735162	R03C01
EPH1_2002709114.1_17R03C01		9274735168	R03C01
EPH1_2002709116.1_16R02C02		9274735162	R02C02
EPH1_2002709697.1_14R02C02		9271671074	R02C02
EPH1_2002709698.1_109R01C02		9275884120	R01C02
EPH1_2002709699.1_2R03C02		9275884146	R03C02
EPH1_2002709700.1_14R05C01		9271671074	R05C01
EPH1_2002709709.1_3R06C01		9274735161	R06C01
EPH1_2002709710.1_167R06C01		9275884074	R06C01
EPH1_2002709711.1_2R02C02		9275884146	R02C02
EPH1_2002709712.1_6R04C02		9274736112	R04C02
EPH1_2002709721.1_3R05C01		9274735161	R05C01
EPH1_2002709722.1_167R05C01		9275884074	R05C01
EPH1_2002709723.1_3R01C01		9274735161	R01C01
EPH1_2002709724.1_2R01C02		9275884146	R01C02
EPH1_2002709733.1_3R04C01		9274735161	R04C01
EPH1_2002709734.1_14R06C01		9271671074	R06C01
EPH1_2002709745.1_109R03C02		9275884120	R03C02
EPH1_2002709746.1_3R03C01		9274735161	R03C01
EPH1_2002709747.1_6R06C02		9274736112	R06C02
EPH1_2002709757.1_2R04C02		9275884146	R04C02
EPH1_2002709758.1_3R02C01		9274735161	R02C01
EPH1_2002709769.1_14R01C02		9271671074	R01C02
EPH1_2002709771.1_6R05C02		9274736112	R05C02
EPH1_2002709772.1_109R05C01		9275884120	R05C01
EPH1_2002709781.1_109R02C02		9275884120	R02C02
EPH1_2002709782.1_109R06C01		9275884120	R06C01
EPH1_2002709994.1_25R01C01		9274736075	R01C01
EPH1_2002709995.1_175R03C01		9274735002	R03C01
EPH1_2002710006.1_129R01C01		9275884112	R01C01
EPH1_2002710015.1_25R06C01		9274736075	R06C01
EPH1_2002710016.1_175R05C01		9274735002	R05C01
EPH1_2002710052.1_175R04C01		9274735002	R04C01
EPH1_2002710053.1_25R02C01		9274736075	R02C01
EPH1_2002710054.1_21R06C02		9274736041	R06C02
EPH1_2002710064.1_25R04C01		9274736075	R04C01
EPH1_2002710066.1_204R06C02		9275884087	R06C02
EPH1_2002710075.1_25R05C01		9274736075	R05C01
EPH1_2002710076.1_25R03C01		9274736075	R03C01
EPH1_2002710077.1_57R05C02		9274736048	R05C02
EPH1_2002710081.1_95R04C01		9275885120	R04C01
EPH1_2002710082.1_184R01C01		9275878124	R01C01
EPH1_2002710083.1_143R04C01		9275885084	R04C01
EPH1_2002710090.1_24R04C01		9274736055	R04C01
EPH1_2002710095.1_171R06C02		9273354122	R06C02
EPH1_2002710099.1_171R04C02		9273354122	R04C02
EPH1_2002710100.1_92R06C02		9275885018	R06C02
EPH1_2002710104.1_139R03C02		9275885036	R03C02
EPH1_2002710105.1_184R02C01		9275878124	R02C01
EPH1_2002710107.1_174R05C01		9274735001	R05C01
EPH1_2002710108.1_95R03C01		9275885120	R03C01
EPH1_2002710109.1_95R01C01		9275885120	R01C01
EPH1_2002710113.1_139R06C02		9275885036	R06C02
EPH1_2002710115.1_171R01C02		9273354122	R01C02
EPH1_2002710116.1_208R02C01		9275885039	R02C01
EPH1_2002710120.1_123R04C02		9275883064	R04C02
EPH1_2002710123.1_211R02C02		9275884014	R02C02
EPH1_2002710125.1_208R06C02		9275885039	R06C02
EPH1_2002710128.1_123R03C02		9275883064	R03C02
EPH1_2002710129.1_213R04C02		9275884024	R04C02
EPH1_2002710138.1_62R02C02		9274736140	R02C02
EPH1_2002710139.1_171R06C01		9273354122	R06C01
EPH1_2002710140.1_174R03C01		9274735001	R03C01
EPH1_2002710141.1_143R06C01		9275885084	R06C01
EPH1_2002710144.1_211R01C02		9275884014	R01C02
EPH1_2002710145.1_143R03C01		9275885084	R03C01
EPH1_2002710146.1_143R02C01		9275885084	R02C01
EPH1_2002710147.1_171R03C02		9273354122	R03C02
EPH1_2002710148.1_208R03C01		9275885039	R03C01
EPH1_2002710149.1_208R05C02		9275885039	R05C02
EPH1_2002710152.1_62R01C02		9274736140	R01C02
EPH1_2002710155.1_171R05C02		9273354122	R05C02
EPH1_2002710156.1_95R02C01		9275885120	R02C01
EPH1_2002710161.1_171R02C02		9273354122	R02C02
EPH1_2002710163.1_139R04C02		9275885036	R04C02
EPH1_2002710165.1_143R05C01		9275885084	R05C01
EPH1_2002710169.1_174R04C01		9274735001	R04C01
EPH1_2002710170.1_62R03C02		9274736140	R03C02
EPH1_2002710171.1_143R01C01		9275885084	R01C01
EPH1_2002710173.1_139R05C02		9275885036	R05C02
EPH1_2002710664.1_132R01C02		9275884139	R01C02
EPH1_2002710665.1_73R02C02		9275885119	R02C02
EPH1_2002710666.1_7R04C01		9270009093	R04C01
EPH1_2002710676.1_147R04C01		9275879046	R04C01
EPH1_2002710677.1_200R02C02		9275879131	R02C02
EPH1_2002710687.1_73R03C02		9275885119	R03C02
EPH1_2002710689.1_147R03C01		9275879046	R03C01
EPH1_2002710699.1_216R01C02		9275884082	R01C02
EPH1_2002710700.1_116R02C02		9275885156	R02C02
EPH1_2002710701.1_7R05C01		9270009093	R05C01
EPH1_2002710702.1_7R03C01		9270009093	R03C01
EPH1_2002710723.1_147R01C02		9275879046	R01C02
EPH1_2002710735.1_147R06C01		9275879046	R06C01
EPH1_2002710737.1_147R02C01		9275879046	R02C01
EPH1_2002710747.1_147R05C01		9275879046	R05C01
EPH1_2002710750.1_73R01C02		9275885119	R01C02
EPH1_2002710841.1_193R02C01		9275884081	R02C01
EPH1_2002710842.1_134R06C01		9275884158	R06C01
EPH1_2002710849.1_68R04C02		9275884133	R04C02
EPH1_2002710850.1_108R05C01		9275884118	R05C01
EPH1_2002710854.1_68R04C01		9275884133	R04C01
EPH1_2002710855.1_210R05C02		9275883151	R05C02
EPH1_2002710857.1_99R06C02		9274736138	R06C02
EPH1_2002710861.1_108R03C02		9275884118	R03C02
EPH1_2002710862.1_108R04C01		9275884118	R04C01
EPH1_2002710864.1_68R01C02		9275884133	R01C02
EPH1_2002710865.1_152R02C02		9275883039	R02C02
EPH1_2002710867.1_152R05C01		9275883039	R05C01
EPH1_2002710868.1_152R01C01		9275883039	R01C01
EPH1_2002710873.1_108R02C02		9275884118	R02C02
EPH1_2002710874.1_68R03C02		9275884133	R03C02
EPH1_2002710875.1_68R02C02		9275884133	R02C02
EPH1_2002710880.1_196R04C02		9274735060	R04C02
EPH1_2002710883.1_99R05C02		9274736138	R05C02
EPH1_2002710884.1_163R04C02		9275884012	R04C02
EPH1_2002710885.1_201R02C01		9275883065	R02C01
EPH1_2002710886.1_132R04C02		9275884139	R04C02
EPH1_2002710887.1_152R06C02		9275883039	R06C02
EPH1_2002710888.1_152R04C02		9275883039	R04C02
EPH1_2002710889.1_152R01C02		9275883039	R01C02
EPH1_2002710890.1_68R03C01		9275884133	R03C01
EPH1_2002710892.1_68R02C01		9275884133	R02C01
EPH1_2002710896.1_163R03C02		9275884012	R03C02
EPH1_2002710897.1_108R01C02		9275884118	R01C02
EPH1_2002710898.1_157R01C01		9275883140	R01C01
EPH1_2002710900.1_152R03C02		9275883039	R03C02
EPH1_2002710903.1_152R04C01		9275883039	R04C01
EPH1_2002710904.1_108R02C01		9275884118	R02C01
EPH1_2002710909.1_215R01C01		9275884058	R01C01
EPH1_2002710911.1_152R05C02		9275883039	R05C02
EPH1_2002710915.1_152R03C01		9275883039	R03C01
EPH1_2002710919.1_99R04C02		9274736138	R04C02
EPH1_2002710920.1_210R04C02		9275883151	R04C02
EPH1_2002710921.1_108R06C01		9275884118	R06C01
EPH1_2002710922.1_201R01C01		9275883065	R01C01
EPH1_2002710924.1_108R03C01		9275884118	R03C01
EPH1_2002710925.1_68R06C01		9275884133	R06C01
EPH1_2002710926.1_196R05C02		9274735060	R05C02
EPH1_2002710928.1_163R06C02		9275884012	R06C02
EPH1_2002710935.1_210R06C02		9275883151	R06C02
EPH1_2002710936.1_196R06C02		9274735060	R06C02
EPH1_2002710937.1_68R05C01		9275884133	R05C01
EPH1_2002710938.1_152R06C01		9275883039	R06C01
EPH1_2002710939.1_152R02C01		9275883039	R02C01
EPH1_2002710940.1_108R01C01		9275884118	R01C01
EPH1_2002710941.1_196R03C02		9274735060	R03C02
EPH1_2002710943.1_163R05C02		9275884012	R05C02
EPH1_2002710944.1_68R01C01		9275884133	R01C01
EPH1_2002711137.1_94R05C01		9275885082	R05C01
EPH1_2002711139.1_94R03C01		9275885082	R03C01
EPH1_2002711142.1_164R02C01		9275884030	R02C01
EPH1_2002711150.1_94R04C01		9275885082	R04C01
EPH1_2002711151.1_20R03C02		9274736036	R03C02
EPH1_2002711152.1_94R02C01		9275885082	R02C01
EPH1_2002711153.1_20R06C01		9274736036	R06C01
EPH1_2002711154.1_119R06C01		9275885161	R06C01
EPH1_2002711159.1_164R01C01		9275884030	R01C01
EPH1_2002711161.1_131R04C02		9275884128	R04C02
EPH1_2002711164.1_94R01C01		9275885082	R01C01
EPH1_2002711165.1_96R05C02		9275885159	R05C02
EPH1_2002711173.1_23R01C01		9274736050	R01C01
EPH1_2002711174.1_20R05C02		9274736036	R05C02
EPH1_2002711177.1_20R05C01		9274736036	R05C01
EPH1_2002711178.1_194R05C02		9273354135	R05C02
EPH1_2002711184.1_119R04C01		9275885161	R04C01
EPH1_2002711186.1_131R03C02		9275884128	R03C02
EPH1_2002711187.1_184R03C02		9275878124	R03C02
EPH1_2002711189.1_131R06C01		9275884128	R06C01
EPH1_2002711197.1_20R06C02		9274736036	R06C02
EPH1_2002711198.1_131R02C02		9275884128	R02C02
EPH1_2002711207.1_154R06C02		9275883110	R06C02
EPH1_2002711208.1_194R04C02		9273354135	R04C02
EPH1_2002711211.1_131R01C02		9275884128	R01C02
EPH1_2002711212.1_20R01C02		9274736036	R01C02
EPH1_2002711214.1_119R05C01		9275885161	R05C01
EPH1_2002711222.1_20R04C02		9274736036	R04C02
EPH1_2002711223.1_20R02C02		9274736036	R02C02
EPH1_2002711224.1_96R06C02		9275885159	R06C02
EPH1_2002711225.1_66R06C01		9275879153	R06C01
EPH1_2002711226.1_210R01C01		9275883151	R01C01
EPH1_2002711231.1_154R05C02		9275883110	R05C02
EPH1_2002711232.1_216R06C02		9275884082	R06C02
EPH1_2002713154.1_90R05C01		9275883130	R05C01
EPH1_2002713165.1_90R04C01		9275883130	R04C01
EPH1_2002713201.1_28R03C02		9274736139	R03C02
EPH1_2002713226.1_90R06C01		9275883130	R06C01
EPH1_2002713250.1_42R02C02		9275844160	R02C02
EPH1_2002713251.1_80R03C01		9274736091	R03C01
EPH1_2002713254.1_42R02C01		9275844160	R02C01
EPH1_2002713255.1_42R01C01		9275844160	R01C01
EPH1_2002713256.1_54R01C02		9275886025	R01C02
EPH1_2002713257.1_76R04C02		9274736030	R04C02
EPH1_2002713258.1_54R06C01		9275886025	R06C01
EPH1_2002713261.1_80R05C01		9274736091	R05C01
EPH1_2002713263.1_80R02C01		9274736091	R02C01
EPH1_2002713273.1_80R04C01		9274736091	R04C01
EPH1_2002713274.1_142R01C02		9275885083	R01C02
EPH1_2002713275.1_42R05C01		9275844160	R05C01
EPH1_2002713276.1_42R04C01		9275844160	R04C01
EPH1_2002713279.1_54R06C02		9275886025	R06C02
EPH1_2002713286.1_42R01C02		9275844160	R01C02
EPH1_2002713287.1_80R01C01		9274736091	R01C01
EPH1_2002713288.1_42R03C01		9275844160	R03C01
EPH1_2002713291.1_76R06C02		9274736030	R06C02
EPH1_2002713292.1_173R04C01		9273354164	R04C01
EPH1_2002713297.1_42R04C02		9275844160	R04C02
EPH1_2002713303.1_54R05C02		9275886025	R05C02
EPH1_2002713304.1_142R05C01		9275885083	R05C01
EPH1_2002713306.1_76R03C02		9274736030	R03C02
EPH1_2002713315.1_54R04C02		9275886025	R04C02
EPH1_2002713316.1_76R05C02		9274736030	R05C02
EPH1_2002713321.1_42R03C02		9275844160	R03C02
EPH1_2002713322.1_42R06C01		9275844160	R06C01
EPH1_2002713327.1_54R03C02		9275886025	R03C02
EPH1_2002713334.1_142R06C01		9275885083	R06C01
EPH1_2002713339.1_54R02C02		9275886025	R02C02
EPH1_2002713347.1_62R04C02		9274736140	R04C02
EPH1_2002713348.1_211R02C01		9275884014	R02C01
EPH1_2002713349.1_206R02C01		9275884136	R02C01
EPH1_2002713351.1_212R04C02		9275884022	R04C02
EPH1_2002713353.1_181R03C01		9274735084	R03C01
EPH1_2002713354.1_111R02C02		9275885101	R02C02
EPH1_2002713355.1_176R05C02		9274735031	R05C02
EPH1_2002713357.1_132R06C01		9275884139	R06C01
EPH1_2002713360.1_180R01C02		9274735072	R01C02
EPH1_2002713361.1_180R04C01		9274735072	R04C01
EPH1_2002713362.1_111R05C02		9275885101	R05C02
EPH1_2002713363.1_70R05C01		9275885028	R05C01
EPH1_2002713364.1_12R02C02		9271670108	R02C02
EPH1_2002713365.1_111R04C02		9275885101	R04C02
EPH1_2002713366.1_176R06C02		9274735031	R06C02
EPH1_2002713368.1_176R03C02		9274735031	R03C02
EPH1_2002713370.1_174R01C02		9274735001	R01C02
EPH1_2002713372.1_180R06C01		9274735072	R06C01
EPH1_2002713373.1_180R03C01		9274735072	R03C01
EPH1_2002713374.1_181R05C02		9274735084	R05C02
EPH1_2002713376.1_206R01C01		9275884136	R01C01
EPH1_2002713380.1_207R03C02		9275884153	R03C02
EPH1_2002713382.1_123R05C02		9275883064	R05C02
EPH1_2002713383.1_206R03C01		9275884136	R03C01
EPH1_2002713384.1_211R01C01		9275884014	R01C01
EPH1_2002713385.1_111R06C02		9275885101	R06C02
EPH1_2002713386.1_181R04C02		9274735084	R04C02
EPH1_2002713387.1_181R06C01		9274735084	R06C01
EPH1_2002713390.1_111R01C02		9275885101	R01C02
EPH1_2002713391.1_212R02C02		9275884022	R02C02
EPH1_2002713395.1_180R02C02		9274735072	R02C02
EPH1_2002713397.1_180R02C01		9274735072	R02C01
EPH1_2002713398.1_70R06C01		9275885028	R06C01
EPH1_2002713401.1_181R02C01		9274735084	R02C01
EPH1_2002713402.1_212R03C02		9275884022	R03C02
EPH1_2002713403.1_176R04C02		9274735031	R04C02
EPH1_2002713405.1_127R01C01		9275884067	R01C01
EPH1_2002713406.1_62R05C02		9274736140	R05C02
EPH1_2002713407.1_106R01C01		9275884090	R01C01
EPH1_2002713408.1_180R05C01		9274735072	R05C01
EPH1_2002713409.1_212R05C02		9275884022	R05C02
EPH1_2002713410.1_181R03C02		9274735084	R03C02
EPH1_2002713413.1_111R03C02		9275885101	R03C02
EPH1_2002713416.1_207R02C02		9275884153	R02C02
EPH1_2002713417.1_123R06C02		9275883064	R06C02
EPH1_2002713421.1_180R01C01		9274735072	R01C01
EPH1_2002713422.1_181R02C02		9274735084	R02C02
EPH1_2002713424.1_181R04C01		9274735084	R04C01
EPH1_2002713425.1_181R01C01		9274735084	R01C01
EPH1_2002713426.1_207R05C02		9275884153	R05C02
EPH1_2002713428.1_207R01C02		9275884153	R01C02
